player_id;first_name;last_name;full_name;short_name;international_name;country_code;position;detailed_field_position;age;birthdate;height;weight;image
37722;;Hernâni;Hernâni;Hernâni;Hernâni;POR;;;90.0;1931-09-01;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/37722.jpg
75067;José Luis;Arteche;José Luis Arteche;Arteche;José Luis Arteche;ESP;FORWARD;UNKNOWN;91.0;1930-06-28;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/75067.jpg
85688;Jorge;Jaburu;Jorge Jaburu;Jaburu;Jorge Jaburu;BRA;FORWARD;UNKNOWN;88.0;1933-04-19;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/85688.jpg
75049;William;Whelan;William Whelan;Whelan;William Whelan;IRL;MIDFIELDER;UNKNOWN;86.0;1935-04-01;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/75049.jpg
75048;John James;Berry;John James Berry;Berry;John James Berry;ENG;MIDFIELDER;UNKNOWN;95.0;1926-06-01;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/75048.jpg
85676;François;Milazzo;François Milazzo;Milazzo;François Milazzo;FRA;MIDFIELDER;UNKNOWN;88.0;1934-02-09;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/85676.jpg
85678;Jacques;Faivre;Jacques Faivre;Faivre;Jacques Faivre;FRA;FORWARD;UNKNOWN;89.0;1932-11-25;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/85678.jpg
85153;Ioan;Suru;Ioan Suru;Suru;Ioan Suru;ROU;FORWARD;UNKNOWN;94.0;1927-10-20;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/85153.jpg
38542;Kadri;Aytaç;Kadri Aytaç;Aytaç;Kadri Aytaç;TUR;;;90.0;1931-08-06;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/38542.jpg
38556;Metin;Oktay;Metin Oktay;Oktay;Metin Oktay;TUR;;;86.0;1936-02-02;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/38556.jpg
75050;David;Pegg;David Pegg;Pegg;David Pegg;ENG;FORWARD;UNKNOWN;86.0;1935-09-20;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/75050.jpg
81721;Helmut;Kapitulski;Helmut Kapitulski;Kapitulski;Helmut Kapitulski;GER;;UNKNOWN;87.0;1934-09-29;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/81721.jpg
35541;Ivan;Kolev;Ivan Kolev;Kolev;Ivan Kolev;BUL;;;91.0;1930-11-01;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/35541.jpg
81762;Dimitar;Milanov;Dimitar Milanov;Milanov;Dimitar Milanov;BUL;;UNKNOWN;93.0;1928-10-18;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/81762.jpg
35539;Panayot;Panayotov;Panayot Panayotov;Panayotov;Panayot Panayotov;BUL;;;91.0;1930-12-30;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/35539.jpg
250025206;Georgi;Dimitrov;Georgi Dimitrov;Dimitrov;Georgi Dimitrov;BUL;;UNKNOWN;90.0;1931-05-01;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/250025206.jpg
85148;Ladislau;Bacut;Ladislau Bacut;Bacut;Ladislau Bacut;ROU;DEFENDER;UNKNOWN;90.0;1931-12-11;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/85148.jpg
75099;Maxwell;Murray;Maxwell Murray;Murray;Maxwell Murray;SCO;FORWARD;UNKNOWN;86.0;1935-11-07;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/75099.jpg
75096;William;Simpson;William Simpson;Simpson;William Simpson;NIR;MIDFIELDER;UNKNOWN;92.0;1929-12-12;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/75096.jpg
38151;Alfredo;Di Stéfano;Alfredo Di Stéfano;Di Stéfano;Alfredo Di Stéfano;ESP;FORWARD;;95.0;1926-07-04;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/38151.jpg
81699;Robert;Dienst;Robert Dienst;Dienst;Robert Dienst;AUT;;UNKNOWN;94.0;1928-03-01;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/81699.jpg
75027;Ramon;Marsal;Ramon Marsal;Marsal;Ramon Marsal;ESP;MIDFIELDER;UNKNOWN;87.0;1934-12-12;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/75027.jpg
81692;Karl;Giesser;Karl Giesser;Giesser;Karl Giesser;AUT;;UNKNOWN;93.0;1928-10-29;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/81692.jpg
36736;Borivoje;Kostić;Borivoje Kostić;Kostić;Borivoje Kostić;SRB;FORWARD;UNKNOWN;91.0;1930-06-14;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/36736.jpg
85706;Hubert;Janssen;Hubert Janssen;Janssen;Hubert Janssen;NED;FORWARD;UNKNOWN;91.0;1930-07-19;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/85706.jpg
92411;Ivan;Toplak;Ivan Toplak;Toplak;Ivan Toplak;SRB;;;90.0;1931-09-21;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/92411.jpg
85704;Hubert;Bisschops;Hubert Bisschops;Bisschops;Hubert Bisschops;NED;FORWARD;UNKNOWN;88.0;1934-01-22;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/85704.jpg
36777;Lazar;Tasić;Lazar Tasić;Tasić;Lazar Tasić;SRB;;;90.0;1931-04-05;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/36777.jpg
92412;Anton;Rudinski;Anton Rudinski;Rudinski;Anton Rudinski;SRB;;;84.0;1937-10-01;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/92412.jpg
70937;Ernst;Happel;Ernst Happel;Happel;Ernst Happel;AUT;;;96.0;1925-11-29;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/70937.jpg
75098;John;Hubbard;John Hubbard;Hubbard;John Hubbard;RSA;FORWARD;UNKNOWN;91.0;1930-12-16;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/75098.jpg
85677;Rubén;Bravo;Rubén Bravo;Bravo;Rubén Bravo;ARG;FORWARD;UNKNOWN;98.0;1923-11-16;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/85677.jpg
37437;Harry;Bild;Harry Bild;Bild;Harry Bild;SWE;;;85.0;1936-12-18;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/37437.jpg
75104;Claudio;Bizzarri;Claudio Bizzarri;Bizzarri;Claudio Bizzarri;ITA;FORWARD;UNKNOWN;88.0;1933-12-21;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/75104.jpg
75062;Felix;Marcaida;Felix Marcaida;Marcaida;Felix Marcaida;ESP;MIDFIELDER;UNKNOWN;90.0;1931-11-20;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/75062.jpg
38311;László;Budai II;László Budai II;Budai II;László Budai II;HUN;;;93.0;1928-07-09;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/38311.jpg
75106;Igancio;Arieta;Igancio Arieta;Arieta;Igancio Arieta;ESP;FORWARD;UNKNOWN;88.0;1933-08-21;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/75106.jpg
71679;Sándor;Kocsis;Sándor Kocsis;Kocsis;Sándor Kocsis;HUN;;;92.0;1929-09-21;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/71679.jpg
75087;Giuseppe;Virgili;Giuseppe Virgili;Virgili;Giuseppe Virgili;ITA;FORWARD;UNKNOWN;86.0;1935-07-24;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/75087.jpg
85680;Alberto;Muro;Alberto Muro;Muro;Alberto Muro;ARG;FORWARD;UNKNOWN;94.0;1927-04-27;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/85680.jpg
85673;Gilbert;Bonvin;Gilbert Bonvin;Bonvin;Gilbert Bonvin;FRA;DEFENDER;UNKNOWN;91.0;1931-02-13;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/85673.jpg
81756;Branislav;Vukosavljevic;Branislav Vukosavljevic;Vukosavljevic;Branislav Vukosavljevic;SRB;;UNKNOWN;92.0;1929-09-19;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/81756.jpg
81750;Raymond;Duret;Raymond Duret;Duret;Raymond Duret;SUI;;UNKNOWN;89.0;1933-03-05;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/81750.jpg
74985;José;Iglesias;José Iglesias;Iglesias;José Iglesias;ESP;MIDFIELDER;UNKNOWN;95.0;1926-12-23;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/74985.jpg
35655;Raymond;Kopa;Raymond Kopa;Kopa;Raymond Kopa;FRA;;;90.0;1931-10-13;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/35655.jpg
75064;Armando;Merodio;Armando Merodio;Merodio;Armando Merodio;ESP;FORWARD;UNKNOWN;86.0;1935-08-23;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/75064.jpg
71683;Ferenc;Puskás;Ferenc Puskás;Puskás;Ferenc Puskás;HUN;;;94.0;1927-04-02;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/71683.jpg
81763;Gavril;Stoyanov;Gavril Stoyanov;Stoyanov;Gavril Stoyanov;BUL;;UNKNOWN;92.0;1929-07-09;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/81763.jpg
85151;Nicolae Nicusor;Dumitru;Nicolae Nicusor Dumitru;Dumitru;Nicolae Nicusor Dumitru;ROU;FORWARD;UNKNOWN;93.0;1928-12-12;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/85151.jpg
81761;Krum;Ianev;Krum Ianev;Ianev;Krum Ianev;BUL;;UNKNOWN;93.0;1929-01-09;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/81761.jpg
85161;Remus;Lazar;Remus Lazar;Lazar;Remus Lazar;ROU;FORWARD;UNKNOWN;85.0;1937-01-01;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/85161.jpg
85157;Valeriu;Neagu;Valeriu Neagu;Neagu;Valeriu Neagu;ROU;FORWARD;UNKNOWN;91.0;1930-04-26;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/85157.jpg
75065;Ignacio;Uribe;Ignacio Uribe;Uribe;Ignacio Uribe;ESP;FORWARD;UNKNOWN;88.0;1933-12-27;;;https://img.uefa.com/imgml/TP/players/1/1956/324x324/75065.jpg
